# model=kerbin_stock_spatial  ShuttleSim reference atmosphere: stock Kerbin pressure/temperature curves (world_seed_kerbin nominal table, 100 m spacing).
altitude_m,density_kg_m3,pressure_pa,temperature_k,speed_of_sound_mps
3500.0,0.7381818001,58710.0746,277.063716,333.686521
3600.0,0.728817883392,57752.516,276.046499,333.073406
3700.0,0.719553096259,56807.6848,275.026536,332.457501
3800.0,0.710386045704,55875.44,274.003992,331.838889
3900.0,0.701315538907,54955.6557,272.979031,331.217657
4000.0,0.69234039243,54048.2061,271.951820,330.593889
4100.0,0.683459431705,53152.9655,270.922525,329.967672
4200.0,0.674671490526,52269.8078,269.891309,329.339094
4300.0,0.66597541055,51398.6073,268.858340,328.708241
4400.0,0.657370040795,50539.2382,267.823783,328.075203
4500.0,0.648854237142,49691.5746,266.787802,327.440067
4600.0,0.640426861849,48855.4906,265.750564,326.802924
4700.0,0.632086783055,48030.8604,264.712234,326.163863
4800.0,0.623833034825,47217.5703,263.672977,325.522976
4900.0,0.615664492625,46415.4942,262.632959,324.880354
5000.0,0.607580150962,45624.5143,261.592346,324.236089
5100.0,0.599579034933,44844.515,260.551303,323.590275
5200.0,0.591660175338,44075.3805,259.509995,322.943004
5300.0,0.58382260825,43316.9951,258.468587,322.294371
5400.0,0.576065374594,42569.243,257.427246,321.644472
5500.0,0.568387519717,41832.0085,256.386137,320.993402
5600.0,0.560788092974,41105.1758,255.345426,320.341258
5700.0,0.553266147298,40388.6292,254.305276,319.688138
5800.0,0.545820747045,39682.2535,253.265856,319.034139
5900.0,0.538451113404,38985.9448,252.227329,318.379361
6000.0,0.531156282202,38299.5853,251.189861,317.723903
6100.0,0.523935443632,37623.0683,250.153618,317.067866
6200.0,0.516787791511,36956.287,249.118765,316.411353
6300.0,0.509712522903,36299.1347,248.085467,315.754464
6400.0,0.50270883775,35651.5046,247.053891,315.097303
6500.0,0.495775938499,35013.29,246.024202,314.439974
6600.0,0.488913029733,34384.3841,244.996564,313.782583
6700.0,0.482119317806,33764.6802,243.971144,313.125234
6800.0,0.475394010472,33154.0716,242.948108,312.468035
6900.0,0.468736408312,32552.4578,241.927619,311.811093
7000.0,0.462145770964,31959.7355,240.909845,311.154517
7100.0,0.455621384087,31375.803,239.894950,310.498416
7200.0,0.449162583957,30800.5622,238.883101,309.842901
7300.0,0.442768708562,30233.9147,237.874461,309.188082
7400.0,0.43643909728,29675.7622,236.869198,308.534072
7500.0,0.430173090539,29126.0066,235.867476,307.880984
7600.0,0.423970029494,28584.5495,234.869461,307.228932
7700.0,0.417829255689,28051.2928,233.875318,306.578032
7800.0,0.411750110737,27526.1381,232.885213,305.928399
7900.0,0.40573200608,27008.9918,231.899312,305.280150
8000.0,0.399774333191,26499.759,230.917779,304.633403
8100.0,0.393876499275,25998.3458,229.940781,303.988278
8200.0,0.388037964378,25504.6617,228.968482,303.344894
8300.0,0.382258189019,25018.6164,228.001049,302.703372
8400.0,0.37653663388,24540.1193,227.038647,302.063834
8500.0,0.370872759499,24069.08,226.081440,301.426404
8600.0,0.365266025966,23605.4082,225.129596,300.791204
8700.0,0.359715892615,23149.0134,224.183278,300.158360
8800.0,0.354221817719,22699.8051,223.242654,299.527998
8900.0,0.347721945585,22258.2598,222.992092,299.359860
9000.0,0.341152273821,21825.2313,222.864524,299.274220
9100.0,0.33470670127,21400.5942,222.736699,299.188383
9200.0,0.328383102076,20984.2058,222.608678,299.102389
9300.0,0.322179352879,20575.9235,222.480518,299.016277
9400.0,0.316093332482,20175.6048,222.352278,298.930087
9500.0,0.310122921532,19783.1072,222.224017,298.843857
9600.0,0.30426600222,19398.2881,222.095793,298.757628
9700.0,0.298520457975,19021.0048,221.967665,298.671438
9800.0,0.292884173182,18651.115,221.839691,298.585327
9900.0,0.287355032903,18288.476,221.711931,298.499335
10000.0,0.281930922611,17932.9452,221.584442,298.413502
10100.0,0.276609727933,17584.3802,221.457285,298.327866
10200.0,0.271389334403,17242.6382,221.330516,298.242468
10300.0,0.266267627228,16907.5769,221.204195,298.157347
10400.0,0.261242491059,16579.0536,221.078380,298.072543
10500.0,0.256311809782,16256.9257,220.953131,297.988097
10600.0,0.251473466306,15941.0508,220.828505,297.904047
10700.0,0.246725342376,15631.2862,220.704562,297.820433
10800.0,0.242065341636,15327.4909,220.581359,297.737297
10900.0,0.237492136682,15029.5725,220.458957,297.654676
11000.0,0.233004413661,14737.4395,220.337412,297.572613
11100.0,0.228600678106,14450.9892,220.216785,297.491146
11200.0,0.224279434898,14170.1185,220.097133,297.410316
11300.0,0.220039188114,13894.7246,219.978515,297.330163
11400.0,0.215878440866,13624.7046,219.860990,297.250727
11500.0,0.211795695165,13359.9557,219.744617,297.172049
11600.0,0.207789451779,13100.3748,219.629454,297.094168
11700.0,0.203858210105,12845.8592,219.515559,297.017125
11800.0,0.200000468048,12596.306,219.402992,296.940961
11900.0,0.196214721909,12351.6122,219.291811,296.865715
12000.0,0.192499466278,12111.675,219.182075,296.791428
12100.0,0.188853193936,11876.3914,219.073842,296.718140
12200.0,0.185274580816,11645.6703,218.967171,296.645893
12300.0,0.181762388791,11419.4259,218.862121,296.574726
12400.0,0.178315479984,11197.5787,218.758750,296.504680
12500.0,0.174932716251,10980.0496,218.657116,296.435795
12600.0,0.171612957918,10766.7591,218.557280,296.368113
12700.0,0.168355063696,10557.6282,218.459299,296.301673
12800.0,0.165157890611,10352.5773,218.363231,296.236517
12900.0,0.162020293932,10151.5274,218.269136,296.172684
13000.0,0.158941127103,9954.39894,218.177072,296.110216
13100.0,0.155919241694,9761.1128,218.087098,296.049153
13200.0,0.152953487341,9571.58965,217.999272,295.989536
13300.0,0.15004271171,9385.75019,217.913653,295.931406
13400.0,0.14718576045,9203.51513,217.830300,295.874803
13500.0,0.144381099664,9024.7816,217.749272,295.819768
13600.0,0.141626990957,8849.43409,217.670626,295.766342
13700.0,0.138922717924,8677.42111,217.594422,295.714565
13800.0,0.136267594166,8508.69314,217.520718,295.664478
13900.0,0.133660931842,8343.20066,217.449573,295.616122
14000.0,0.131102041606,8180.89414,217.381046,295.569538
14100.0,0.128590232566,8021.72408,217.315195,295.524767
14200.0,0.126124812231,7865.64093,217.252078,295.481848
14300.0,0.123705086472,7712.59519,217.191756,295.440823
14400.0,0.121330359482,7562.53732,217.134285,295.401732
14500.0,0.118999933741,7415.41781,217.079725,295.364616
14600.0,0.116713109991,7271.18714,217.028134,295.329517
14700.0,0.114469187201,7129.79578,216.979572,295.296473
14800.0,0.112267462553,6991.19421,216.934096,295.265526
14900.0,0.110107231419,6855.33291,216.891765,295.236717
15000.0,0.10798778735,6722.16235,216.852638,295.210086
15100.0,0.105908422064,6591.63302,216.816774,295.185674
15200.0,0.103868425442,6463.69539,216.784232,295.163520
15300.0,0.101867085529,6338.29994,216.755069,295.143666
15400.0,0.099903688532,6215.39715,216.729344,295.126152
15500.0,0.0979775188313,6094.93749,216.707117,295.111018
15600.0,0.0960878589915,5976.87145,216.688446,295.098304
15700.0,0.0942339897769,5861.1495,216.673389,295.088051
15800.0,0.0924151901726,5747.72212,216.662005,295.080299
15900.0,0.0906307374086,5636.53979,216.654353,295.075088
16000.0,0.0888799069893,5527.55298,216.650491,295.072459
16100.0,0.0871373801803,5420.71217,216.711623,295.114086
16200.0,0.0854046751519,5315.96785,216.835835,295.198648
16300.0,0.0837068229491,5213.27048,216.960041,295.283183
16400.0,0.0820429689378,5112.57055,217.084243,295.367691
16500.0,0.0804122604431,5013.81854,217.208440,295.452170
16600.0,0.0788138467437,4916.96492,217.332632,295.536623
16700.0,0.0772468852936,4821.96056,217.456820,295.621048
16800.0,0.0757106080403,4728.76085,217.581002,295.705446
16900.0,0.0742044758468,4637.3354,217.705180,295.789816
17000.0,0.0727280353488,4547.65909,217.829353,295.874159
17100.0,0.0712808342187,4459.70679,217.953520,295.958475
17200.0,0.0698624211633,4373.45339,218.077683,296.042763
17300.0,0.0684723459204,4288.87376,218.201842,296.127024
17400.0,0.0671101592557,4205.9428,218.325995,296.211258
17500.0,0.0657754129602,4124.63537,218.450143,296.295464
17600.0,0.0644676598465,4044.92637,218.574287,296.379644
17700.0,0.0631864537465,3966.79067,218.698426,296.463796
17800.0,0.061931349508,3890.20316,218.822560,296.547921
17900.0,0.0607019029919,3815.13871,218.946689,296.632019
18000.0,0.0594976710689,3741.57221,219.070813,296.716089
18100.0,0.0583182116172,3669.47853,219.194932,296.800133
18200.0,0.0571630835189,3598.83257,219.319047,296.884149
18300.0,0.0560318466573,3529.60919,219.443157,296.968139
18400.0,0.054924061914,3461.78329,219.567262,297.052101
18500.0,0.0538392911662,3395.32974,219.691362,297.136037
18600.0,0.0527770972832,3330.22343,219.815457,297.219945
18700.0,0.0517370441242,3266.43923,219.939547,297.303827
18800.0,0.0507186965348,3203.95203,220.063632,297.387681
18900.0,0.0497216203446,3142.73671,220.187713,297.471509
19000.0,0.0487453823641,3082.76814,220.311789,297.555310
19100.0,0.0477895503819,3024.02122,220.435860,297.639084
19200.0,0.0468536931616,2966.47081,220.559926,297.722831
19300.0,0.0459373804396,2910.09182,220.683987,297.806551
19400.0,0.0450401829215,2854.8591,220.808043,297.890244
19500.0,0.04416167228,2800.74755,220.932095,297.973911
19600.0,0.0433014211514,2747.73205,221.056141,298.057551
19700.0,0.0424590031335,2695.78747,221.180183,298.141164
19800.0,0.0416339927821,2644.88871,221.304220,298.224751
19900.0,0.0408259656089,2595.01063,221.428252,298.308310
20000.0,0.0400344980783,2546.12813,221.552279,298.391843
20100.0,0.0392591676047,2498.21608,221.676302,298.475350
20200.0,0.0384995525499,2451.24936,221.800319,298.558830
20300.0,0.0377552322203,2405.20286,221.924332,298.642283
20400.0,0.037025786864,2360.05146,222.048340,298.725710
20500.0,0.0363107976683,2315.77003,222.172343,298.809110
20600.0,0.035609846757,2272.33346,222.296341,298.892483
20700.0,0.0349225171875,2229.71663,222.420335,298.975831
20800.0,0.0342483929483,2187.89443,222.544323,299.059151
20900.0,0.0335870589561,2146.84172,222.668307,299.142445
21000.0,0.0329381010535,2106.53341,222.792286,299.225713
21100.0,0.0323011060058,2066.94435,222.916259,299.308954
21200.0,0.0316757269123,2028.05363,223.040229,299.392169
21300.0,0.0310619204544,1989.85972,223.164193,299.475358
21400.0,0.0304595523878,1952.35523,223.288152,299.558520
21500.0,0.0298684699147,1915.53161,223.412107,299.641656
21600.0,0.0292885205778,1879.38028,223.536057,299.724765
21700.0,0.0287195522592,1843.89265,223.660002,299.807849
21800.0,0.0281614131795,1809.06015,223.783942,299.890906
21900.0,0.0276139518964,1774.87421,223.907877,299.973936
22000.0,0.0270770173047,1741.32626,224.031807,300.056941
22100.0,0.0265504586343,1708.40771,224.155733,300.139919
22200.0,0.0260341254498,1676.10999,224.279653,300.222871
22300.0,0.0255278676494,1644.42452,224.403569,300.305797
22400.0,0.0250315354642,1613.34273,224.527480,300.388697
22500.0,0.0245449794567,1582.85605,224.651386,300.471571
22600.0,0.0240680505204,1552.95589,224.775288,300.554419
22700.0,0.0236005998785,1523.63369,224.899184,300.637240
22800.0,0.0231424790832,1494.88086,225.023076,300.720036
22900.0,0.0226935400145,1466.68883,225.146963,300.802806
23000.0,0.0222536348797,1439.04903,225.270845,300.885549
23100.0,0.0218226162119,1411.95287,225.394722,300.968267
23200.0,0.0214003368696,1385.39179,225.518594,301.050958
23300.0,0.0209866500353,1359.3572,225.642461,301.133624
23400.0,0.0205814092151,1333.84054,225.766324,301.216264
23500.0,0.0201844682372,1308.83323,225.890182,301.298878
23600.0,0.0197956812515,1284.32668,226.014035,301.381466
23700.0,0.0194149027285,1260.31233,226.137883,301.464028
23800.0,0.0190419874582,1236.7816,226.261726,301.546564
23900.0,0.0186767905495,1213.72591,226.385564,301.629074
24000.0,0.0183191674291,1191.13669,226.509398,301.711559
24100.0,0.0179689738406,1169.00536,226.633227,301.794018
24200.0,0.0176260658438,1147.32335,226.757051,301.876451
24300.0,0.0172902998136,1126.08208,226.880870,301.958859
24400.0,0.0169615324391,1105.27297,227.004684,302.041241
24500.0,0.016639620723,1084.88745,227.128493,302.123597
24600.0,0.0163244219803,1064.91695,227.252298,302.205927
24700.0,0.0160157938377,1045.35289,227.376097,302.288232
24800.0,0.0157135942327,1026.18668,227.499892,302.370511
24900.0,0.0154176814127,1007.40977,227.623682,302.452765
25000.0,0.0151279139339,989.013559,227.747468,302.534993
25100.0,0.0148441506608,970.989488,227.871248,302.617195
25200.0,0.0145662507652,953.328977,227.995023,302.699372
25300.0,0.0142940737252,936.02345,228.118794,302.781523
25400.0,0.0140274793245,919.06433,228.242560,302.863649
25500.0,0.0137663276514,902.443043,228.366321,302.945750
25600.0,0.0135104790981,886.151013,228.490077,303.027825
25700.0,0.0132597943598,870.179664,228.613828,303.109874
25800.0,0.0130051471367,854.52042,228.895646,303.296642
25900.0,0.0127520259746,839.164706,229.244211,303.527486
26000.0,0.012504056959,824.103945,229.594461,303.759269
26100.0,0.0122610936132,809.329563,229.946367,303.991970
26200.0,0.0120229900145,794.832984,230.299901,304.225569
26300.0,0.0117896008075,780.605631,230.655033,304.460043
26400.0,0.011560781215,766.63893,231.011735,304.695372
26500.0,0.0113363870499,752.924304,231.369979,304.931535
26600.0,0.0111162747254,739.453178,231.729735,305.168511
26700.0,0.0109003012658,726.216976,232.090974,305.406279
26800.0,0.0106883243155,713.207122,232.453668,305.644819
26900.0,0.0104802021489,700.415041,232.817789,305.884110
27000.0,0.0102758019844,687.832714,233.183306,306.124130
27100.0,0.0100752083706,675.46665,233.550193,306.364861
27200.0,0.00987844659267,663.319432,233.918419,306.606280
27300.0,0.00968546378295,651.388413,234.287956,306.848368
27400.0,0.00949620718391,639.670946,234.658775,307.091104
27500.0,0.00931062415484,628.164383,235.030848,307.334468
27600.0,0.00912866217831,616.866076,235.404146,307.578440
27700.0,0.00895026886637,605.773378,235.778639,307.822999
27800.0,0.00877539196662,594.883641,236.154300,308.068125
27900.0,0.00860397936801,584.194219,236.531099,308.313798
28000.0,0.00843597910657,573.702463,236.909008,308.559998
28100.0,0.00827133937078,563.405726,237.287998,308.806706
28200.0,0.00811000850693,553.301361,237.668040,309.053900
28300.0,0.00795193502414,543.38672,238.049105,309.301562
28400.0,0.00779706759931,533.659155,238.431165,309.549671
28500.0,0.00764535508182,524.11602,238.814191,309.798208
28600.0,0.00749674649808,514.754666,239.198153,310.047153
28700.0,0.0073511910559,505.572447,239.583024,310.296486
28800.0,0.00720863814868,496.566714,239.968775,310.546189
28900.0,0.00706903735942,487.73482,240.355376,310.796240
29000.0,0.00693233846458,479.074119,240.742799,311.046622
29100.0,0.00679849143778,470.581961,241.131016,311.297315
29200.0,0.00666744645329,462.2557,241.519997,311.548298
29300.0,0.00653915388938,454.092689,241.909714,311.799554
29400.0,0.00641356433155,446.090279,242.300137,312.051063
29500.0,0.00629062857556,438.245824,242.691239,312.302806
29600.0,0.00617029763028,430.556676,243.082990,312.554763
29700.0,0.00605252272047,423.020187,243.475362,312.806916
29800.0,0.00593725528931,415.63371,243.868326,313.059246
29900.0,0.00582444700087,408.394598,244.261852,313.311733
30000.0,0.00571404974239,401.300202,244.655914,313.564360
30100.0,0.00560601562641,394.347876,245.050480,313.817108
30200.0,0.00550029699278,387.534972,245.445524,314.069956
30300.0,0.00539684641052,380.858843,245.841015,314.322888
30400.0,0.00529561667958,374.31684,246.236926,314.575885
30500.0,0.00519656083241,367.906318,246.633227,314.828927
30600.0,0.00509963213539,361.624627,247.029890,315.081997
30700.0,0.00500478409027,355.469121,247.426886,315.335075
30800.0,0.00491197043526,349.437152,247.824186,315.588145
30900.0,0.00482114514621,343.526073,248.221762,315.841187
31000.0,0.00473226243752,337.733236,248.619584,316.094183
31100.0,0.00464527676302,332.055994,249.017624,316.347116
31200.0,0.00456014281668,326.491699,249.415853,316.599966
31300.0,0.00447681553322,321.037703,249.814243,316.852716
31400.0,0.00439525008863,315.69136,250.212764,317.105348
31500.0,0.00431540190056,310.450022,250.611388,317.357844
31600.0,0.00423722662858,305.311041,251.010086,317.610187
31700.0,0.00416068017439,300.27177,251.408830,317.862357
31800.0,0.00408571868186,295.329562,251.807590,318.114338
31900.0,0.00401229853704,290.481768,252.206338,318.366112
32000.0,0.003940376368,285.725742,252.605044,318.617661
32100.0,0.00386990904462,281.058835,253.003681,318.868968
32200.0,0.00380085367828,276.478402,253.402220,319.120015
32300.0,0.00373316762141,271.981793,253.800631,319.370784
32400.0,0.00366680846703,267.566361,254.198886,319.621259
32500.0,0.00360173404811,263.22946,254.596956,319.871421
32600.0,0.00353790243695,258.968441,254.994813,320.121254
32700.0,0.00347527194432,254.780657,255.392427,320.370740
32800.0,0.00341380111871,250.663461,255.789770,320.619861
32900.0,0.00335344874532,246.614205,256.186813,320.868602
33000.0,0.00329417384506,242.630242,256.583528,321.116944
33100.0,0.0032359356735,238.708924,256.979885,321.364871
33200.0,0.00317869371964,234.847603,257.375856,321.612365
33300.0,0.00312240770472,231.043633,257.771412,321.859411
33400.0,0.00306703758085,227.294365,258.166524,322.105989
33500.0,0.00301254352967,223.597153,258.561164,322.352085
33600.0,0.0029588862943,219.949373,258.955303,322.597680
33700.0,0.00290610822405,216.354462,259.348911,322.842759
33800.0,0.00285425168405,212.815877,259.741961,323.087305
33900.0,0.00280330461658,209.333031,260.134423,323.331300
34000.0,0.00275325502624,205.905337,260.526269,323.574729
34100.0,0.00270409098017,202.53221,260.917469,323.817574
34200.0,0.00265580060833,199.213061,261.307996,324.059820
34300.0,0.00260837210364,195.947306,261.697820,324.301449
34400.0,0.00256179372219,192.734356,262.086913,324.542445
34500.0,0.00251605378338,189.573625,262.475246,324.782793
34600.0,0.00247114067002,186.464527,262.862789,325.022474
34700.0,0.00242704282848,183.406475,263.249515,325.261474
34800.0,0.00238374876872,180.398882,263.635395,325.499776
34900.0,0.00234124706437,177.441162,264.020399,325.737364
35000.0,0.00229952635275,174.532728,264.404499,325.974222
35100.0,0.00225857533489,171.672993,264.787667,326.210332
35200.0,0.0022183827755,168.86137,265.169873,326.445681
35300.0,0.00217893750297,166.097274,265.551089,326.680250
35400.0,0.00214022840928,163.380117,265.931285,326.914025
35500.0,0.00210224444995,160.709312,266.310434,327.146989
35600.0,0.00206497464393,158.084273,266.688506,327.379127
35700.0,0.00202840807353,155.504414,267.065473,327.610422
35800.0,0.00199253388422,152.969147,267.441306,327.840859
35900.0,0.00195734128454,150.477886,267.815976,328.070421
36000.0,0.00192281954592,148.030044,268.189454,328.299094
36100.0,0.00188895800247,145.625035,268.561712,328.526861
36200.0,0.00185574605081,143.262272,268.932720,328.753707
36300.0,0.00182317314983,140.941168,269.302451,328.979616
36400.0,0.00179122882046,138.661137,269.670875,329.204572
36500.0,0.00175990264543,136.421592,270.037963,329.428560
36600.0,0.001729184269,134.221946,270.403687,329.651564
36700.0,0.00169906339665,132.061612,270.768019,329.873569
36800.0,0.00166952979482,129.940005,271.130928,330.094559
36900.0,0.0016405732906,127.856537,271.492387,330.314519
37000.0,0.00161218377136,125.810621,271.852366,330.533433
37100.0,0.00158435118444,123.801672,272.210837,330.751286
37200.0,0.00155706553683,121.829101,272.567772,330.968063
37300.0,0.00153031689472,119.892324,272.923141,331.183748
37400.0,0.0015040953832,117.990752,273.276915,331.398325
37500.0,0.00147839118581,116.1238,273.629067,331.611781
37600.0,0.00145319454417,114.29088,273.979566,331.824098
37700.0,0.00142849575757,112.491406,274.328385,332.035263
37800.0,0.00140428518247,110.724792,274.675494,332.245260
37900.0,0.0013809090525,108.99045,274.950000,332.411238
38000.0,0.00135933640175,107.287794,274.950000,332.411238
38100.0,0.00133815777924,105.616237,274.950000,332.411238
38200.0,0.00131736575192,103.975193,274.950000,332.411238
38300.0,0.00129695288673,102.364075,274.950000,332.411238
38400.0,0.00127691175064,100.782297,274.950000,332.411238
38500.0,0.0012572349106,99.2292709,274.950000,332.411238
38600.0,0.00123791493357,97.7044108,274.950000,332.411238
38700.0,0.00121894438649,96.2071302,274.950000,332.411238
38800.0,0.00120031583631,94.7368421,274.950000,332.411238
38900.0,0.00118202185001,93.2929601,274.950000,332.411238
39000.0,0.00116405499452,91.8748973,274.950000,332.411238
39100.0,0.0011464078368,90.4820673,274.950000,332.411238
39200.0,0.00112907294381,89.1138832,274.950000,332.411238
39300.0,0.0011120428825,87.7697584,274.950000,332.411238
39400.0,0.00109531021982,86.4491063,274.950000,332.411238
39500.0,0.00107886752274,85.1513402,274.950000,332.411238
39600.0,0.00106270735819,83.8758735,274.950000,332.411238
39700.0,0.00104682229313,82.6221194,274.950000,332.411238
39800.0,0.00103120489453,81.3894913,274.950000,332.411238
39900.0,0.00101584772933,80.1774025,274.950000,332.411238
40000.0,0.00100074336449,78.9852664,274.950000,332.411238
40100.0,0.000985884366956,77.8124963,274.950000,332.411238
40200.0,0.000971263303689,76.6585056,274.950000,332.411238
40300.0,0.000956872741641,75.5227075,274.950000,332.411238
40400.0,0.000942705247765,74.4045155,274.950000,332.411238
40500.0,0.000928753389016,73.3033428,274.950000,332.411238
40600.0,0.000915009732348,72.2186027,274.950000,332.411238
40700.0,0.000901466844713,71.1497087,274.950000,332.411238
40800.0,0.000888117293067,70.0960741,274.950000,332.411238
40900.0,0.000874953644364,69.0571121,274.950000,332.411238
41000.0,0.000861968465556,68.0322362,274.950000,332.411238
41100.0,0.000849154323598,67.0208596,274.950000,332.411238
41200.0,0.000837245895165,66.0223957,274.706293,332.263886
41300.0,0.000825775728648,65.0362578,274.361890,332.055539
41400.0,0.000814425933285,64.0618593,274.017501,331.847069
41500.0,0.000803189497445,63.0986134,273.673125,331.638477
41600.0,0.000792059374125,62.1459336,273.328762,331.429761
41700.0,0.00078102848073,61.2032332,272.984413,331.220922
41800.0,0.000770089698857,60.2699255,272.640077,331.011959
41900.0,0.000759235874064,59.3454238,272.295755,330.802872
42000.0,0.000748459815652,58.4291415,271.951446,330.593662
42100.0,0.000737755460025,57.5205826,271.607151,330.384326
42200.0,0.000727161389126,56.6227301,271.262869,330.174867
42300.0,0.000716698607608,55.7371846,270.918600,329.965282
42400.0,0.000706366159425,54.8638328,270.574345,329.755573
42500.0,0.000696163083623,54.0025615,270.230103,329.545738
42600.0,0.000686088414307,53.1532574,269.885874,329.335778
42700.0,0.000676141180607,52.3158071,269.541659,329.125692
42800.0,0.00066632040665,51.4900973,269.197458,328.915480
42900.0,0.000656625111529,50.6760148,268.853269,328.705142
43000.0,0.000647054309267,49.8734462,268.509095,328.494677
43100.0,0.000637607008789,49.0822782,268.164933,328.284085
43200.0,0.000628282213889,48.3023976,267.820785,328.073367
43300.0,0.000619078923197,47.533691,267.476650,327.862521
43400.0,0.000609996130145,46.7760451,267.132529,327.651548
43500.0,0.000601032822936,46.0293467,266.788421,327.440447
43600.0,0.000592187984509,45.2934824,266.444326,327.229218
43700.0,0.000583460592507,44.5683389,266.100245,327.017861
43800.0,0.000574849619243,43.853803,265.756178,326.806376
43900.0,0.000566354031665,43.1497612,265.412123,326.594761
44000.0,0.000557972791323,42.4561004,265.068082,326.383018
44100.0,0.000549704854332,41.7727073,264.724055,326.171146
44200.0,0.000541549171342,41.0994684,264.380040,325.959144
44300.0,0.000533504687495,40.4362706,264.036040,325.747012
44400.0,0.0005255703424,39.7830004,263.692052,325.534751
44500.0,0.000517745070088,39.1395447,263.348078,325.322359
44600.0,0.000510027798981,38.5057902,263.004117,325.109837
44700.0,0.000502417451855,37.8816234,262.660170,324.897184
44800.0,0.000494912945804,37.2669311,262.316236,324.684400
44900.0,0.0004875131922,36.6616001,261.972316,324.471485
45000.0,0.000480217096661,36.0655169,261.628409,324.258438
45100.0,0.000473023559011,35.4785684,261.284515,324.045259
45200.0,0.000465931473241,34.9006412,260.940634,323.831949
45300.0,0.000458939727473,34.331622,260.596767,323.618506
45400.0,0.000452047203924,33.7713975,260.252914,323.404930
45500.0,0.00044525277886,33.2198543,259.909073,323.191222
45600.0,0.000438555322568,32.6768793,259.565247,322.977381
45700.0,0.000431953699306,32.1423591,259.221433,322.763406
45800.0,0.000425446767271,31.6161804,258.877633,322.549298
45900.0,0.000419033378557,31.0982299,258.533846,322.335056
46000.0,0.000412712379115,30.5883943,258.190073,322.120679
46100.0,0.000406482608712,30.0865603,257.846313,321.906168
46200.0,0.000400342900889,29.5926145,257.502566,321.691523
46300.0,0.000394292082926,29.1064438,257.158833,321.476743
46400.0,0.000388328975793,28.6279347,256.815113,321.261827
46500.0,0.000382452394113,28.1569741,256.471406,321.046776
46600.0,0.00037666114612,27.6934485,256.127713,320.831589
46700.0,0.000370954033613,27.2372447,255.784033,320.616266
46800.0,0.000365329851919,26.7882494,255.440367,320.400807
46900.0,0.000359787389845,26.3463493,255.096714,320.185211
47000.0,0.000354325429638,25.9114311,254.753074,319.969478
47100.0,0.000348942746938,25.4833814,254.409447,319.753608
47200.0,0.000343638110738,25.062087,254.065834,319.537601
47300.0,0.000338410283336,24.6474346,253.722235,319.321455
47400.0,0.000333258020293,24.2393109,253.378648,319.105172
47500.0,0.000328180070387,23.8376026,253.035075,318.888751
47600.0,0.000323175175567,23.4421963,252.691516,318.672191
47700.0,0.000318242070905,23.0529788,252.347970,318.455492
47800.0,0.000313379484556,22.6698368,252.004437,318.238655
47900.0,0.000308586137707,22.2926569,251.660917,318.021677
48000.0,0.000303860744529,21.9213259,251.317411,317.804560
48100.0,0.000299202012132,21.5557305,250.973918,317.587303
48200.0,0.000294608640518,21.1957573,250.630439,317.369906
48300.0,0.000290079322532,20.8412931,250.286973,317.152368
48400.0,0.000285612743811,20.4922246,249.943520,316.934690
48500.0,0.000281207582739,20.1484384,249.600080,316.716870
